Pos,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts
D,Moore,4.0,4.0,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Gray,4.5,4.5,Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Austin,4.0,4.0,Spurs,0,0,0,0,0.40666666666666673,0.054,0.37000000000000005,0.043,0.18,0.008,0.40666666666666673,0.055,0,0,1,0.045
D,Quansah,4.0,4.0,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jordão,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Peart-Harris,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Kayky,5.0,5.0,Man City,1,0.061,0,0,1,0.059,0,0,0,0,0,0,1,0.055,1,0.056
M,Patino,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,1,0.049,0,0,0.29500000000000004,0.053000000000000005,0,0
D,Simeu,4.0,4.0,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,McCracken,4.0,4.0,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Small,4.0,4.0,Southampton,0,0,0,0,0.055,0.002,0,0,0,0,0.555,0.027999999999999997,0.555,0.025,1,0.026
M,White,4.4,4.4,Spurs,0,0,0,0,0,0,0.03666666666666667,0.002,0,0,0.40666666666666673,0.056,0.40666666666666673,0.053000000000000005,1,0.051
M,Conteh,4.5,4.5,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Feeney,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hall,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Vale,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Lössl,4.5,4.5,Brentford,0,0,0,0,0,0,0,0,0,0,1,0.036,1,0.041,2,0.086
D,Patterson,4.4,4.4,Everton,2,0.054,3,0.058,1.1725,0.10800000000000001,1.1875,0.14600000000000002,1.0499999999999998,0.022,1.3100000000000003,0.123,1.6375,0.16400000000000003,4,0.128
D,Mykolenko,5.0,5.0,Everton,74,2.42,83,1.578,24.784999999999997,2.9000000000000004,25.654999999999998,4.433,26.95,1.093,24.5625,3.056,24.235,3.2430000000000003,77,3.197
D,Kamara,4.5,4.5,Watford,82.5,5.321,44.05,1.7770000000000001,44.15,2.458,42.95,2.338,26.599999999999998,0.989,41.8,1.112,41.25,2.9250000000000003,74,3.136
D,Samir,4.5,4.5,Watford,86.5,4.68,45.65,1.4969999999999999,44,2.12,42.55,1.984,21.7,0.693,23.65,0.594,23.65,1.506,44,1.684
D,Trippier,5.0,5.0,Newcastle,0,0,0,0,0,0,0,0,0,0,17.893333333333334,1.259,29.686666666666667,3.254,75,2.575
M,Kayembe,4.9,4.9,Watford,74,4.568,37.2,2.086,35.75,2.157,36.25,2.195,23.45,0.747,34.65,1.861,34.1,2.285,63,2.156
M,Chauke,4.5,4.5,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Coutinho,7.3,7.2,Aston Villa,73,4.743,25.7,3.8009999999999997,28.426666666666666,5.074,27.533333333333335,4.085,70,3.49,27.426666666666666,4.006,26.21666666666667,4.271,67,2.868
D,Ekwah,4.0,4.0,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Gibbs,4.5,4.5,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Hayden,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,1,0.026,0,0,0,0,0,0
D,Toti,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sanderson,4.0,4.0,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Giles,4.5,4.5,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,McGill,4.0,4.0,Brighton,0,0,1,0.044,0,0,0,0,0,0,0.555,0.054,0.555,0.043,0,0
M,Chiquinho,5.5,5.5,Wolves,18.5,1.871,7.25,0.6980000000000001,7.55,0.789,6.15,0.607,9,0.507,7.15,0.745,6.6,0.672,12,0.544
D,Kenedy,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Olsen,4.0,4.0,Aston Villa,0,0,0,0,0.37000000000000005,0.047,0.3333333333333333,0.038,2,0.078,0.4033333333333334,0.049999999999999996,0.8066666666666668,0.09799999999999999,0,0
M,Hutchinson,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Oulad M'hand,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Biereth,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Alebiosu,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Luis Díaz,8.0,8.0,Liverpool,8,1.171,0,0,15,1.022,8.12,0.929,3,0.134,8.4,1.259,8.4,0.8280000000000001,17,1.085
M,Bruno Guimarães,5.0,5.0,Newcastle,55,1.734,56,1.852,23.326666666666668,2.311,24.88333333333333,2.06,21.7,0.689,24.399999999999995,2.156,22.366666666666664,2.203,55,1.866
M,Kalu,5.0,5.0,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Eriksen,5.5,5.5,Brentford,8,0.362,17,0.858,21,1.008,25,1.26,20,0.931,26,1.025,26,1.191,20,0.963
F,Weghorst,6.5,6.5,Burnley,51.5,4.711,55,8.024000000000001,32.38666666666666,3.884,31.94333333333333,4.276,40,2.121,32.126666666666665,3.537,30.5,4.426,75,3.078
M,Kulusevski,6.0,6.0,Spurs,27,2.42,31,1.527,12.163333333333332,1.8200000000000003,12.35,1.5540000000000003,5.3999999999999995,0.206,10.979999999999999,1.6880000000000002,11.793333333333331,1.59,28,1.421
M,Bentancur,5.0,5.0,Spurs,33,2.412,31,1.229,14.566666666666668,1.665,13.456666666666669,1.3840000000000001,6.66,0.194,15.86,1.811,13.826666666666668,1.476,34,1.345
M,Chrisene,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Delap,4.5,4.5,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Awe,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Mejbri,4.5,4.5,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,De Bolle,4.5,4.5,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Charly Musonda Jr.,99.9,99.9,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Billy Arce,99.9,99.9,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Tudor Baluta,99.9,99.9,Brighton,0,0,0,0,0,0,0.5,0.036,0,0,0.555,0.042,0.555,0.038,1,0.036
D,Julian Jeanvier,99.9,99.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,1,0.044,2,0.089
G,Loris Karius,99.9,99.9,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.04,0,0
G,Lee Grant,99.9,99.9,Man Utd,0,0,0,0,0,0,0,0,0.2,0.007,1,0.044,0,0,0,0
G,Matija Sarkic,99.9,99.9,Wolves,0,0,0,0,0.05,0.005,0,0,0,0,0,0,0,0,1,0.037
G,David Martin,99.9,99.9,West Ham,0,0,0,0,0,0,0,0,0,0,1,0.044,0,0,0,0
G,David Martin,99.9,99.9,West Ham,0,0,0,0,0,0,0,0,0,0,1,0.044,0,0,0,0
